MLVA,date,COUNT(*)
3-10-8-10-523,7/10/13,1
3-13-11-9-523,7/10/13,1
3-16-8-12-523,7/10/13,1
3-16-9-12-523,7/10/13,1
4-16-13-0-517,7/10/13,1
3-11-11-14-523,7/10/14,1
3-11-12-9-523,7/10/14,1
3-12-11-14-523,7/10/14,1
3-17-9-11-523,7/10/14,1
3-24-12-10-523,7/10/14,1
3-12-12-9-523,7/10/15,1
3-12-12-9-523,7/10/16,2
3-25-12-10-523,7/10/16,1
3-10-14-11-496,7/11/08,2
5-15-14-11-490,7/11/08,1
1-19-0-0-463,7/11/10,1
3-10-15-12-496,7/11/10,1
3-9-7-13-523,7/11/11,1
3-9-7-14-523,7/11/11,1
3-9-8-14-523,7/11/11,2
3-9-9-14-523,7/11/11,1
3-17-9-11-523,7/11/12,1
3-12-9-14-523,7/11/13,1
3-16-11-11-523,7/11/13,1
6-11-14-17-490,7/11/13,1
3-20-18-0-463,7/11/14,1
3-24-19-15-523,7/11/14,1
3-9-8-12-523,7/11/14,1
4-12-10-0-490,7/11/14,1
4-13-13-0-490,7/11/14,1
3-12-12-9-523,7/11/15,1
4-14-9-0-490,7/11/15,1
3-10-7-12-523,7/11/16,1
3-12-11-14-523,7/11/16,1
3-24-24-10-523,7/11/16,1
4-15-11-0-490,7/11/16,1
4-10-13-0-544,7/12/08,1
3-16-16-14-523,7/12/09,1
3-10-7-15-523,7/12/10,1
3-22-13-0-523,7/12/10,1
3-9-7-14-523,7/12/10,1
3-9-7-15-523,7/12/10,1
5-13-10-0-490,7/12/10,1
3-12-12-9-523,7/12/11,1
3-9-7-13-523,7/12/11,1
3-9-7-8-523,7/12/11,2
3-9-8-13-523,7/12/11,1
3-9-8-14-523,7/12/11,1
3-10-8-9-523,7/12/12,1
3-12-16-13-523,7/12/12,1
3-12-16-13-523,7/12/13,1
3-12-9-13-523,7/12/13,1
3-15-11-11-523,7/12/13,1
3-17-11-11-523,7/12/13,1
3-10-15-11-496,7/12/14,1
3-13-20-10-523,7/12/14,1
3-24-13-10-523,7/12/14,1
4-15-12-0-490,7/12/15,1
5-13-8-9-490,7/12/16,1
3-12-9-10-550,7/13/08,1
4-10-13-0-544,7/13/08,1
3-15-10-14-523,7/13/09,1
4-15-13-0-517,7/13/09,1
3-10-12-0-496,7/13/10,1
3-10-7-15-523,7/13/10,1
3-10-8-0-523,7/13/10,1
3-21-13-13-523,7/13/10,1
3-9-9-13-523,7/13/10,1
5-13-10-0-490,7/13/10,1
5-15-16-13-490,7/13/10,1
3-10-12-12-496,7/13/11,1
3-17-10-12-523,7/13/11,1
3-9-7-14-523,7/13/11,1
3-9-8-13-523,7/13/11,2
3-9-8-14-523,7/13/11,7
5-15-9-12-490,7/13/11,1
3-10-14-12-496,7/13/12,1
3-10-13-12-496,7/13/13,1
3-10-15-12-496,7/13/13,1
3-11-9-12-523,7/13/13,2
3-12-9-13-523,7/13/13,1
3-17-9-12-523,7/13/13,1
3-10-6-13-523,7/13/14,1
3-24-13-10-523,7/13/14,1
3-9-9-12-523,7/13/14,1
3-25-12-12-523,7/13/15,1
3-12-13-9-523,7/13/16,1
3-23-13-10-523,7/13/16,1
4-15-10-0-517,7/13/16,1
3-10-14-11-496,7/14/08,1
3-13-8-11-523,7/14/08,1
3-8-7-11-523,7/14/08,1
3-9-7-13-523,7/14/08,2
3-9-7-14-523,7/14/08,1
3-9-8-12-523,7/14/08,2
3-24-14-12-523,7/14/09,1
3-10-8-0-523,7/14/10,1
3-10-8-9-523,7/14/10,1
3-15-15-0-517,7/14/10,1
3-23-15-11-523,7/14/10,1
3-9-7-13-523,7/14/10,6
3-9-7-14-523,7/14/10,1
3-9-12-12-523,7/14/11,1
3-9-8-13-523,7/14/11,1
3-9-8-14-523,7/14/11,1
3-10-15-12-496,7/14/13,1
4-16-8-0-490,7/14/13,1
3-19-12-11-523,7/14/14,1
3-12-13-10-523,7/14/15,1
3-12-13-9-523,7/14/15,1
3-11-15-9-523,7/14/16,2
3-12-12-8-523,7/14/16,1
3-17-10-11-523,7/14/16,1
3-9-9-14-523,7/14/16,1
5-13-8-9-490,7/14/16,1
5-14-14-11-490,7/14/16,1
3-13-11-11-523,7/15/08,1
3-15-10-14-523,7/15/09,1
3-11-15-12-496,7/15/10,1
3-15-13-14-523,7/15/10,1
5-14-18-12-490,7/15/10,1
3-11-11-15-523,7/15/11,1
3-13-11-13-523,7/15/11,1
3-14-11-12-523,7/15/11,1
5-16-10-13-490,7/15/11,1
3-12-15-14-523,7/15/12,1
3-12-16-13-523,7/15/12,1
3-10-13-12-496,7/15/13,1
3-17-9-12-523,7/15/13,1
6-11-16-16-490,7/15/13,1
3-10-14-10-496,7/15/14,1
3-12-12-14-523,7/15/14,3
3-12-12-10-523,7/15/15,1
3-17-8-11-523,7/15/15,2
3-19-12-12-523,7/15/15,1
3-13-10-8-523,7/15/16,1
3-23-13-10-523,7/15/16,1
3-9-8-12-523,7/15/16,1
4-13-13-0-490,7/15/16,1
3-10-14-11-496,7/16/08,1
3-12-9-10-550,7/16/08,1
3-9-7-13-523,7/16/08,1
3-9-6-12-523,7/16/10,1
3-9-8-0-523,7/16/10,1
5-11-10-10-490,7/16/10,1
5-12-10-11-490,7/16/10,1
6-11-18-13-490,7/16/10,1
3-9-7-14-523,7/16/11,1
3-9-8-14-523,7/16/11,1
5-15-7-13-490,7/16/12,1
3-12-10-17-523,7/16/13,1
3-17-9-12-523,7/16/13,1
3-22-16-15-523,7/16/13,1
3-23-23-11-523,7/16/13,1
3-9-7-13-523,7/16/13,1
3-10-15-11-496,7/16/14,2
3-10-8-12-523,7/16/14,1
3-12-12-14-523,7/16/14,1
3-12-12-9-523,7/16/14,2
3-14-0-0-517,7/16/14,1
3-17-9-11-523,7/16/14,1
3-24-12-10-523,7/16/14,1
4-13-10-0-490,7/16/14,1
5-15-16-11-490,7/16/14,1
3-12-12-9-523,7/16/15,1
3-15-10-8-523,7/16/16,1
3-27-16-11-523,7/17/08,1
3-9-7-14-523,7/17/09,1
3-13-9-11-550,7/17/10,1
3-9-7-13-523,7/17/10,1
3-9-7-14-523,7/17/10,2
4-16-13-0-517,7/17/12,1
3-14-9-11-523,7/17/13,1
3-12-11-14-523,7/17/14,1
3-12-12-14-523,7/17/14,2
3-12-7-11-523,7/17/14,1
3-16-9-11-523,7/17/14,1
3-24-16-14-523,7/17/14,1
3-12-14-9-523,7/17/15,1
3-13-16-12-523,7/17/15,1
3-12-10-10-523,7/17/16,1
3-17-15-10-523,7/17/16,1
3-10-14-11-496,7/18/08,1
3-13-22-9-523,7/18/10,1
3-9-7-13-523,7/18/10,1
3-9-7-14-523,7/18/10,1
3-10-18-0-523,7/18/11,1
3-17-10-12-523,7/18/11,1
3-9-8-13-523,7/18/11,1
3-10-8-9-523,7/18/12,1
3-17-9-12-523,7/18/12,1
3-10-8-9-523,7/18/13,1
3-9-8-13-523,7/18/13,1
4-14-8-0-490,7/18/13,1
3-12-11-14-523,7/18/14,1
3-12-12-14-523,7/18/14,2
3-15-0-0-517,7/18/14,1
3-17-9-11-523,7/18/14,1
3-18-9-11-523,7/18/14,1
3-24-12-10-523,7/18/14,1
3-9-13-11-496,7/18/14,1
3-15-12-10-523,7/18/15,1
3-19-14-10-523,7/18/15,1
3-17-15-10-523,7/18/16,1
6-11-14-15-490,7/18/16,1
3-10-10-9-523,7/19/08,1
3-10-8-9-523,7/19/08,1
3-13-8-11-523,7/19/08,1
3-12-9-11-550,7/19/09,1
3-10-7-15-523,7/19/10,1
3-11-7-9-523,7/19/10,1
3-12-13-9-523,7/19/10,1
3-9-7-15-523,7/19/10,2
3-9-8-14-523,7/19/11,1
3-12-15-13-523,7/19/12,1
3-13-7-12-523,7/19/12,1
3-14-11-12-523,7/19/12,1
3-16-9-12-523,7/19/12,1
3-17-11-10-523,7/19/13,1
3-9-10-13-523,7/19/13,1
3-17-9-11-523,7/19/14,2
3-24-12-10-523,7/19/14,1
3-12-12-8-523,7/19/16,1
3-24-15-11-523,7/19/16,1
3-10-13-11-496,7/2/08,1
3-13-11-7-523,7/2/08,1
3-12-10-16-523,7/2/09,1
3-9-7-13-523,7/2/09,1
5-17-13-11-490,7/2/09,1
3-9-7-13-523,7/2/10,1
3-9-7-13-523,7/2/11,1
3-10-8-9-523,7/2/12,1
3-12-11-13-523,7/2/12,1
3-20-14-11-523,7/2/13,1
3-9-8-11-523,7/2/14,1
5-13-11-9-490,7/2/14,1
5-15-16-11-490,7/2/14,1
3-12-12-9-523,7/2/15,1
3-10-9-9-523,7/20/08,1
4-13-10-0-490,7/20/08,1
6-14-18-12-490,7/20/08,1
3-11-10-8-523,7/20/09,1
3-10-14-12-496,7/20/10,2
3-11-7-9-523,7/20/10,1
3-13-12-12-550,7/20/10,1
3-8-7-13-523,7/20/10,1
3-9-7-13-523,7/20/10,3
5-14-18-13-490,7/20/10,1
5-15-16-13-490,7/20/10,1
3-10-13-12-496,7/20/11,1
3-14-11-12-523,7/20/11,1
3-9-7-13-523,7/20/11,1
3-9-8-13-523,7/20/11,1
3-14-11-10-523,7/20/13,1
3-17-9-12-523,7/20/13,1
3-18-0-0-490,7/20/13,1
4-15-11-0-490,7/20/13,1
3-16-9-11-523,7/20/15,1
3-12-10-10-523,7/20/16,1
3-15-10-8-523,7/20/16,1
3-18-9-10-523,7/20/16,1
3-10-14-11-496,7/21/08,1
3-12-9-10-550,7/21/08,1
3-9-8-12-523,7/21/08,1
4-14-12-0-490,7/21/08,1
3-9-7-12-523,7/21/09,1
3-9-9-13-523,7/21/09,1
3-10-14-12-496,7/21/10,1
3-14-10-8-523,7/21/10,1
3-9-7-12-523,7/21/10,1
4-13-11-0-490,7/21/10,1
5-14-18-13-490,7/21/10,1
5-15-12-12-490,7/21/10,2
3-12-12-15-523,7/21/11,1
3-12-12-9-523,7/21/11,1
4-13-11-0-490,7/21/11,1
4-13-10-0-490,7/21/12,1
3-12-11-12-523,7/21/14,1
3-12-12-14-523,7/21/14,1
3-14-0-0-517,7/21/14,1
3-17-9-11-523,7/21/14,1
3-24-13-10-523,7/21/14,2
3-24-16-14-523,7/21/14,1
3-13-18-11-523,7/21/16,1
3-17-10-11-523,7/21/16,1
3-8-7-12-523,7/21/16,1
3-9-8-11-523,7/21/16,1
3-10-13-9-523,7/22/08,2
3-10-14-11-496,7/22/08,2
3-12-10-12-523,7/22/08,1
3-24-18-12-523,7/22/08,1
3-9-8-12-523,7/22/08,1
3-13-5-9-523,7/22/10,1
3-14-10-9-523,7/22/10,1
3-14-11-9-523,7/22/10,1
3-20-16-12-523,7/22/10,1
5-11-7-10-523,7/22/10,1
3-10-8-9-523,7/22/11,1
3-16-16-14-523,7/22/11,1
3-9-7-14-523,7/22/11,1
3-16-9-12-523,7/22/12,1
3-9-9-13-523,7/22/12,1
3-10-8-9-523,7/22/13,1
3-17-9-12-523,7/22/13,1
3-23-23-10-523,7/22/13,1
3-9-7-13-523,7/22/13,1
3-9-8-13-523,7/22/13,1
3-10-6-13-523,7/22/14,1
3-10-8-12-523,7/22/14,1
3-24-12-10-523,7/22/14,1
3-11-12-9-523,7/22/16,1
3-13-18-11-517,7/22/16,1
3-14-10-8-523,7/22/16,1
3-18-10-11-523,7/22/16,1
3-24-15-11-523,7/22/16,1
3-9-8-12-523,7/22/16,1
3-9-8-12-523,7/23/08,1
5-14-9-9-490,7/23/08,1
3-12-9-11-550,7/23/09,1
3-17-16-14-523,7/23/10,1
3-9-7-13-523,7/23/10,1
3-9-8-13-523,7/23/10,1
4-15-9-0-490,7/23/10,1
3-9-7-13-523,7/23/11,1
3-10-8-9-523,7/23/12,2
3-14-9-14-523,7/23/12,1
3-9-7-13-523,7/23/12,1
3-10-13-12-496,7/23/13,1
4-16-13-0-490,7/23/13,1
3-16-0-0-226,7/23/14,1
3-17-9-11-523,7/23/14,3
3-24-16-14-523,7/23/14,1
3-12-12-9-523,7/23/15,1
3-17-8-11-523,7/23/15,1
3-17-9-11-523,7/23/15,1
3-26-13-10-523,7/23/15,1
3-9-7-12-523,7/23/15,1
4-14-13-5-517,7/23/15,1
7-19-11-0-490,7/23/15,1
3-18-12-10-523,7/23/16,1
3-10-8-9-523,7/24/08,1
3-23-20-15-457,7/24/08,1
3-25-19-11-523,7/24/08,1
4-15-13-0-517,7/24/09,1
4-18-13-13-490,7/24/09,1
3-11-7-10-523,7/24/10,2
3-12-13-12-523,7/24/10,1
3-12-9-11-550,7/24/10,1
3-10-14-12-496,7/24/11,1
3-20-13-9-523,7/24/11,1
3-11-9-12-523,7/24/12,1
3-12-15-12-523,7/24/12,1
3-23-17-13-523,7/24/12,1
3-12-12-9-523,7/24/14,1
3-13-11-9-523,7/24/14,1
3-17-9-11-523,7/24/14,1
4--10-2-490,7/24/14,1
4-14-13-0-490,7/24/14,1
4-16-11-0-517,7/24/14,1
4-17-10-0-517,7/24/14,1
3-10-8-10-523,7/24/15,1
3-25-12-12-523,7/24/15,1
3-10-14-11-496,7/25/08,4
3-10-8-9-523,7/25/08,1
3-11-11-15-523,7/25/08,1
3-13-11-7-523,7/25/08,1
4-15-14-0-517,7/25/10,1
5-15-15-13-490,7/25/10,1
3-10-14-12-496,7/25/11,1
3-12-12-9-523,7/25/11,1
3-10-14-12-496,7/25/12,1
3-17-9-12-523,7/25/12,1
3-9-7-14-523,7/25/12,1
3-9-8-12-523,7/25/12,1
4-13-11-0-490,7/25/12,1
3-9-7-14-523,7/25/13,1
3-17-9-11-523,7/25/14,1
3-9-10-12-523,7/25/14,1
4-14-13-0-517,7/25/15,1
3-9-8-11-523,7/25/16,1
3-14-11-10-523,7/26/09,1
3-14-11-11-523,7/26/09,1
3-10-7-15-523,7/26/10,1
3-26-8-12-523,7/26/10,1
4-15-11-0-490,7/26/10,1
3-16-10-13-523,7/26/11,1
3-17-9-12-523,7/26/12,2
3-12-11-12-523,7/26/13,1
3-12-12-9-523,7/26/13,1
3-12-9-13-523,7/26/13,1
3-9-7-13-523,7/26/13,1
5-21-13-9-490,7/26/14,1
3-11-15-10-523,7/26/16,3
3-12-9-7-523,7/26/16,1
3-14-10-8-523,7/26/16,1
3-24-12-10-523,7/26/16,1
3-24-13-10-523,7/26/16,1
4-13-11-0-490,7/26/16,1
4-15-11-0-490,7/26/16,1
3-10-14-11-496,7/27/08,1
3-10-9-9-523,7/27/08,1
3-10-14-11-496,7/27/09,1
3-9-7-13-523,7/27/09,1
2-11-0-0-370,7/27/10,1
3-18-19-12-523,7/27/10,1
3-22-13-13-523,7/27/10,1
3-9-7-13-523,7/27/10,3
5-16-6-9-490,7/27/10,2
3-10-18-0-523,7/27/11,1
3-10-8-9-523,7/27/11,1
3-11-7-12-523,7/27/11,1
3-14-11-12-523,7/27/11,1
3-9-7-13-523,7/27/11,1
3-9-7-14-523,7/27/11,1
4-15-12-0-490,7/27/11,1
5-13-9-9-490,7/27/11,1
3-17-9-12-523,7/27/12,1
3-22-14-13-523,7/27/12,1
3-9-8-12-523,7/27/12,1
3-9-7-12-523,7/27/13,1
3-7-6-9-523,7/27/14,1
3-12-11-14-523,7/27/16,1
3-12-12-9-523,7/27/16,2
3-24-15-12-523,7/27/16,1
3-10-15-11-496,7/28/08,1
3-12-12-11-523,7/28/08,1
3-9-7-13-523,7/28/09,1
5-12-12-10-490,7/28/09,1
3-10-7-15-523,7/28/10,1
3-14-0-0-517,7/28/10,1
3-8-0-0-517,7/28/10,1
3-9-8-13-523,7/28/10,1
3-10-14-12-496,7/28/11,1
3-12-12-9-523,7/28/11,1
3-14-11-12-523,7/28/11,1
4-15-12-0-490,7/28/11,1
4-16-14-0-517,7/28/11,1
5-13-9-9-490,7/28/11,1
3-9-9-13-523,7/28/12,1
3-11-10-9-496,7/28/14,1
3-12-11-8-523,7/28/14,1
3-24-12-10-523,7/28/14,1
4-12-6-0-463,7/28/14,1
3-12-11-9-523,7/28/15,1
3-12-13-10-523,7/28/15,2
3-10-8-9-523,7/29/08,1
3-17-0-0-517,7/29/09,1
3-10-14-12-496,7/29/10,1
3-11-8-10-523,7/29/10,2
3-21-12-13-523,7/29/10,1
5-12-10-12-523,7/29/10,1
3-12-12-9-523,7/29/11,1
3-14-16-11-523,7/29/11,1
3-9-8-13-523,7/29/11,1
5-19-11-11-490,7/29/11,1
3-17-9-12-523,7/29/12,1
3-10-10-12-496,7/29/13,1
3-10-13-12-496,7/29/13,1
3-14-0-0-517,7/29/13,1
4-14-14-0-490,7/29/13,1
3-10-8-12-523,7/29/14,1
3-12-12-9-523,7/29/14,1
3-17-9-11-523,7/29/14,1
3-17-10-11-523,7/29/15,1
3-11-15-10-523,7/29/16,1
3-17-8-11-523,7/29/16,1
5-15-17-12-490,7/29/16,1
3-12-12-11-523,7/3/08,1
3-9-7-12-523,7/3/08,1
3-9-7-13-523,7/3/08,1
4-10-17-0-544,7/3/08,1
3-10-15-12-496,7/3/09,1
3-15-10-14-523,7/3/09,1
4-12-0-0-463,7/3/09,1
3-9-7-13-523,7/3/10,1
3-9-7-13-523,7/3/11,1
3-9-8-13-523,7/3/11,1
3-10-8-9-523,7/3/12,1
3-12-11-13-523,7/3/12,1
3-10-14-12-496,7/3/13,1
3-11-10-12-523,7/3/13,1
6-17-0-0-397,7/3/13,1
3-10-7-12-523,7/3/14,2
3-17-9-11-523,7/3/14,1
3-9-10-14-523,7/3/14,1
3-9-7-12-523,7/3/14,1
3-9-4-12-523,7/3/15,3
3-9-8-12-523,7/3/15,1
3-13-11-10-523,7/3/16,1
3-10-14-11-496,7/30/08,2
3-12-9-10-550,7/30/08,1
3-23-20-15-457,7/30/08,1
3-9-7-12-523,7/30/08,1
3-12-6-13-523,7/30/09,1
3-13-9-11-523,7/30/09,1
3-18-5-13-523,7/30/09,1
4-15-13-0-517,7/30/09,1
3-10-14-13-496,7/30/10,1
3-10-7-14-490,7/30/10,1
3-14-11-13-523,7/30/10,1
3-9-7-15-523,7/30/10,1
3-19-14-13-523,7/30/11,1
3-9-7-14-523,7/30/11,1
4-16-14-0-517,7/30/11,1
3-16-9-12-523,7/30/12,2
3-17-9-12-523,7/30/13,2
3-23-23-10-523,7/30/13,1
3-12-12-9-523,7/30/14,1
3-14-0-0-517,7/30/14,1
3-24-12-10-523,7/30/14,1
4-14-9-0-490,7/30/14,1
3-12-13-10-523,7/30/15,1
3-24-13-10-523,7/30/15,1
3-25-12-12-523,7/30/15,1
3-9-4-12-523,7/30/15,1
4-12-0-0-463,7/30/15,1
4-16-11-0-517,7/30/15,2
3-17-9-11-523,7/30/16,1
3-24-15-11-523,7/30/16,1
3-10-14-11-496,7/31/08,1
3-10-14-12-496,7/31/09,1
3-24-13-12-523,7/31/09,1
3-9-9-12-523,7/31/09,1
3-9-7-13-523,7/31/10,1
3-12-12-14-523,7/31/11,1
3-17-9-12-523,7/31/12,1
3-13-10-12-523,7/31/13,1
3-13-11-9-523,7/31/13,2
3-17-9-12-523,7/31/13,1
3-9-7-13-523,7/31/13,1
5-10-13-10-490,7/31/13,1
3-10-8-12-523,7/31/14,1
3-9-8-12-523,7/31/14,2
3-12-12-9-523,7/31/15,1
3-12-13-9-523,7/31/15,1
3-11-15-10-523,7/31/16,1
3-13-9-12-523,7/4/11,1
3-9-7-13-523,7/4/11,1
3-9-8-13-523,7/4/11,1
3-17-18-13-523,7/4/12,1
3-10-14-12-496,7/4/13,1
3-11-10-12-523,7/4/13,1
3-12-9-10-550,7/4/13,1
3-16-11-12-523,7/4/13,1
3-17-11-11-523,7/4/13,1
3-17-9-12-523,7/4/13,2
3-9-7-13-523,7/4/13,1
3-17-9-11-523,7/4/14,1
3-19-12-11-523,7/4/14,1
6-11-14-15-490,7/4/14,1
3-13-12-9-523,7/4/15,1
4-15-14-0-490,7/4/15,1
3-12-11-14-523,7/4/16,1
3-12-13-9-523,7/4/16,1
3-16-10-11-523,7/4/16,1
3-9-9-12-523,7/4/16,1
3-12-13-12-523,7/5/10,1
3-12-7-15-523,7/5/10,1
3-15-8-14-523,7/5/10,1
3-9-7-13-523,7/5/10,3
3-9-7-14-523,7/5/10,1
3-9-7-15-523,7/5/10,1
4-16-19-0-517,7/5/10,2
3-17-19-14-523,7/5/11,1
3-9-7-14-523,7/5/11,1
3-10-14-12-496,7/5/12,1
3-12-14-13-523,7/5/12,1
3-17-10-12-523,7/5/12,1
3-10-8-9-523,7/5/13,1
3-11-10-12-523,7/5/13,1
3-13-9-12-523,7/5/13,1
3-17-9-12-523,7/5/13,1
3-25-23-10-523,7/5/13,1
3-9-7-13-523,7/5/13,2
3-12-11-14-523,7/5/14,1
3-17-9-11-523,7/5/16,1
3-9-8-11-523,7/5/16,1
3-9-8-12-523,7/5/16,1
5-16-10-0-490,7/5/16,1
3-10-14-11-496,7/6/08,1
3-15-11-14-523,7/6/10,1
3-9-7-15-523,7/6/10,1
3-9-8-13-523,7/6/10,1
3-9-7-14-523,7/6/11,1
4-13-9-0-490,7/6/11,1
4-14-12-0-490,7/6/11,1
3-13-11-9-523,7/6/12,1
3-13-9-12-523,7/6/12,1
5-14-11-7-490,7/6/12,1
3-12-9-12-523,7/6/13,1
3-9-7-13-523,7/6/13,1
3-12-11-14-523,7/6/14,1
3-12-12-9-523,7/6/15,2
3-23-19-15-523,7/6/15,1
4-13-6-0-490,7/6/15,1
3-9-9-14-523,7/6/16,1
3-12-9-10-550,7/7/08,1
3-9-7-13-523,7/7/08,1
3-9-7-13-523,7/7/09,1
3-9-8-13-523,7/7/09,1
4-14-12-0-490,7/7/09,1
4-16-13-0-517,7/7/09,1
3-15-10-14-523,7/7/10,1
3-9-7-13-523,7/7/10,3
3-10-13-12-496,7/7/11,1
3-12-8-13-523,7/7/11,1
3-14-11-12-523,7/7/11,1
3-9-7-14-523,7/7/11,1
3-17-9-12-523,7/7/12,1
3-10-13-12-496,7/7/13,1
3-23-13-11-523,7/7/13,1
3-12-12-9-523,7/7/14,1
3-17-10-11-523,7/7/14,1
3-17-9-11-523,7/7/14,1
3-18-9-11-523,7/7/14,1
3-24-12-10-523,7/7/14,2
3-24-13-1-523,7/7/14,1
3-12-13-9-523,7/7/15,1
3-24-14-12-523,7/7/16,1
4-17-10-0-517,7/7/16,1
3-10-14-11-496,7/8/08,2
3-10-9-9-523,7/8/08,1
3-13-8-11-523,7/8/08,1
3-10-15-11-496,7/8/09,1
3-19-10-12-496,7/8/09,1
3-10-14-12-496,7/8/10,1
3-14-10-9-523,7/8/10,1
3-9-7-13-523,7/8/10,2
3-9-7-14-523,7/8/10,1
3-9-9-13-523,7/8/10,1
3-12-9-10-550,7/8/11,1
3-15-15-0-517,7/8/11,1
3-9-7-14-523,7/8/11,1
3-9-8-14-523,7/8/11,1
3-10-7-13-523,7/8/13,1
3-23-13-11-523,7/8/13,1
4-12-0-0-463,7/8/13,1
3-12-11-14-523,7/8/14,1
3-16-9-11-523,7/8/14,1
3-24-13-10-523,7/8/14,1
3-9-9-12-370,7/8/14,1
4-15-12-0-490,7/8/14,1
6-16-11-0-490,7/8/14,1
3-10-15-11-496,7/8/15,1
3-12-11-14-523,7/8/16,1
3-14-13-8-523,7/8/16,1
3-18-9-11-523,7/8/16,1
3-9-7-13-523,7/9/08,1
3-9-7-15-523,7/9/10,1
3-14-11-12-523,7/9/11,1
3-10-14-11-496,7/9/12,1
3-12-15-14-523,7/9/12,1
3-12-9-13-523,7/9/12,1
5-10-12-9-490,7/9/12,1
3-17-11-10-523,7/9/13,1
3-11-13-11-496,7/9/14,1
3-24-12-10-523,7/9/14,2
3-9-7-12-523,7/9/14,1
3-12-11-14-523,7/9/16,1
3-17-8-11-523,7/9/16,1
3-10-14-11-496,8/1/08,1
3-10-7-15-523,8/1/10,1
3-9-7-13-523,8/1/10,1
3-17-9-11-523,8/1/12,1
3-17-9-13-523,8/1/12,2
3-13-11-9-523,8/1/13,1
3-17-11-12-523,8/1/13,1
3-9-8-12-523,8/1/13,1
3-10-7-12-523,8/1/14,1
3-10-8-12-523,8/1/14,1
3-12-13-9-523,8/1/14,1
3-24-12-10-523,8/1/14,1
3-9-7-13-523,8/1/14,1
3-10-9-8-523,8/1/16,1
3-14-10-8-523,8/1/16,1
3-15-9-11-523,8/1/16,1
3-24-14-12-523,8/1/16,1
4-13-9-0-490,8/1/16,1
3-10-14-11-496,8/10/08,1
4-8-17-0-544,8/10/09,1
3-10-4-13-523,8/10/10,1
3-10-7-13-523,8/10/10,1
3-10-7-15-523,8/10/10,1
3-10-8-9-523,8/10/10,1
3-11-7-10-523,8/10/10,1
3-20-16-12-523,8/10/10,1
3-9-7-13-523,8/10/10,3
3-9-7-13-523,8/10/11,3
3-9-7-15-523,8/10/11,1
3-9-8-13-523,8/10/11,1
3-9-9-13-523,8/10/11,1
3-13-13-11-523,8/10/12,1
3-25-13-8-523,8/10/12,1
3-9-9-13-523,8/10/12,1
3-10-14-12-496,8/10/13,1
3-10-8-9-523,8/10/13,1
3-12-17-13-523,8/10/13,1
3-17-9-11-523,8/10/14,1
3-18-9-11-523,8/10/14,1
3-14-10-8-523,8/10/15,1
6-11-17-15-490,8/10/15,1
3-10-9-12-523,8/10/16,2
3-12-12-9-523,8/10/16,1
3-13-12-11-523,8/10/16,1
3-17-9-11-523,8/10/16,1
3-9-7-13-523,8/11/08,1
3-15-11-11-523,8/11/09,1
3-10-7-13-523,8/11/10,4
3-9-7-13-523,8/11/10,1
3-9-7-13-523,8/11/11,1
3-9-7-15-523,8/11/11,2
3-9-8-12-523,8/11/11,1
3-12-15-13-523,8/11/12,1
3-13-10-11-523,8/11/12,1
3-16-9-12-523,8/11/12,1
3-17-9-12-523,8/11/12,1
3-15-12-10-523,8/11/14,1
3-17-9-11-523,8/11/14,1
3-25-12-12-523,8/11/15,1
2-13-11-10-523,8/11/16,1
3-13-18-11-523,8/11/16,1
3-24-14-10-523,8/11/16,1
3-26-13-11-523,8/11/16,1
4-15-11-0-490,8/11/16,1
3-10-8-12-523,8/12/08,1
3-10-9-9-523,8/12/08,2
3-9-7-12-523,8/12/08,1
3-9-8-12-523,8/12/09,1
4-13-10-0-490,8/12/09,1
4-15-13-0-517,8/12/09,1
6-11-19-16-490,8/12/09,1
3-10-7-12-523,8/12/10,1
3-10-7-13-523,8/12/10,3
3-9-7-13-523,8/12/10,2
3-9-8-13-523,8/12/10,1
3-13-14-10-523,8/12/11,1
3-10-8-10-523,8/12/13,1
3-9-7-13-523,8/12/13,1
3-9-9-13-523,8/12/13,1
3-13-11-9-523,8/12/14,1
3-24-12-10-523,8/12/14,1
3-25-16-10-523,8/12/14,1
3-12-12-9-523,8/12/15,1
3-15-10-8-523,8/12/16,1
3-9-8-11-523,8/12/16,1
3-10-14-11-496,8/13/08,1
3-10-8-12-523,8/13/08,2
3-26-16-7-430,8/13/08,2
3-9-7-13-523,8/13/08,1
3-12-9-11-550,8/13/09,1
3-10-14-12-496,8/13/10,1
3-11-7-10-523,8/13/10,1
3-12-10-12-523,8/13/10,1
3-21-12-0-550,8/13/10,1
3-9-7-13-523,8/13/10,2
3-12-13-12-523,8/13/11,1
4-16-14-0-517,8/13/11,1
5-15-9-12-490,8/13/11,1
3-11-8-9-523,8/13/12,1
3-17-9-12-523,8/13/12,1
3-9-7-13-523,8/13/12,2
3-12-12-9-523,8/13/13,1
3-9-8-13-523,8/13/13,1
3-10-8-12-523,8/13/14,1
4-13-10-0-490,8/13/14,1
3-9-7-13-523,8/14/08,1
3-11-10-9-523,8/14/09,1
3-12-13-12-523,8/14/09,2
4-15-11-0-490,8/14/09,2
3-11-7-9-523,8/14/10,1
3-14-8-13-523,8/14/10,1
3-9-7-13-523,8/14/10,2
3-11-7-9-523,8/14/11,1
3-19-13-13-523,8/14/11,1
5-15-14-12-490,8/14/11,1
3-12-9-12-523,8/14/12,1
3-17-9-12-523,8/14/12,2
